file,status,page_count,text_extractable,first_chars
Maharashtra_Chess_Association_vs_Union_Of_India_on_29_July_2019_1.PDF,ok,9,True,"Maharashtra Chess Association vs Union Of India on 29 July,
2019
Equivalent citations: AIRONLINE 201"
Maharashtra_Public_Service_Commission_vs_Sandeep_Shriram_Warade_on_3_May_2019_1.PDF,ok,5,True,"Maharashtra Public Service Commission vs Sandeep Shriram
Warade on 3 May, 2019
Equivalent citations:"
Mahendra_Prasad_Mehta_vs_The_State_Of_Bihar_on_9_April_2019_1.PDF,ok,7,True,"Mahendra Prasad Mehta vs The State Of Bihar on 9 April, 2019
Equivalent citations: AIR 2019 SUPREME "
Mahendran_vs_The_State_Of_Tamil_Nadu_on_21_February_2019_1.PDF,ok,16,True,"Mahendran vs The State Of Tamil Nadu on 21 February, 2019
Equivalent citations: AIR 2019 SUPREME COU"
Mahesh_Kumar_vs_State_Of_Haryana_on_7_August_2019_1.PDF,ok,6,True,"Mahesh Kumar vs State Of Haryana on 7 August, 2019
Equivalent citations: AIR 2019 SUPREME COURT 4225"
Mahipal_vs_Rajesh_Kumar_Polia_on_5_December_2019_1.PDF,ok,9,True,"Mahipal vs Rajesh Kumar @ Polia on 5 December, 2019
Equivalent citations: AIR 2020 SUPREME COURT 670"
Malarvizhi_vs_United_India_Insurance_Co_Ltd_on_9_December_2019_1.PDF,ok,6,True,"Malarvizhi vs United India Insurance Co. Ltd. on 9 December,
2019
Equivalent citations: AIR 2020 SUP"
Mani_Pushpak_Joshi_vs_The_State_Of_Uttarakhand_on_17_October_2019_1.PDF,ok,7,True,"Mani Pushpak Joshi vs The State Of Uttarakhand on 17 October,
2019
Equivalent citations: AIR 2019 SU"
Manjit_Singh_vs_The_State_Of_Punjab_on_3_September_2019_1.PDF,ok,18,True,"Manjit Singh vs The State Of Punjab on 3 September, 2019
Equivalent citations: AIRONLINE 2019 SC 965"
Manju_Devi_vs_The_State_Of_Rajasthan_on_16_April_2019_1.PDF,ok,8,True,"Manju Devi vs The State Of Rajasthan on 16 April, 2019
Equivalent citations: AIR 2019 SUPREME COURT "
Manohar_Lal_Sharma_vs_Narendra_Damodardas_Modi_on_10_April_2019_1.PDF,ok,25,True,"Manohar Lal Sharma vs Narendra Damodardas Modi on 10 April,
2019
Equivalent citations: AIR 2019 SUPR"
Mantri_Technoze_Pvt_Ltd_vs_Forward_Foundation_on_5_March_2019_1.PDF,ok,25,True,"Mantri Technoze Pvt. Ltd. vs Forward Foundation . on 5 March,
2019
Equivalent citations: AIRONLINE 2"
Md_Allauddin_Khan_vs_The_State_Of_Bihar_on_15_April_2019_1.PDF,ok,4,True,"Md. Allauddin Khan vs The State Of Bihar on 15 April, 2019
Equivalent citations: AIR 2019 SUPREME CO"
Md_Mannan_Abdul_Mannan_vs_State_Of_Bihar_on_14_February_2019_1.PDF,ok,20,True,"Md. Mannan @ Abdul Mannan vs State Of Bihar on 14 February,
2019
Equivalent citations: AIR 2019 SUPR"
Md_Rojali_Ali_vs_The_State_Of_Assam_Ministry_Of_Home_on_19_February_2019_1.PDF,ok,5,True,"Md.Rojali Ali . vs The State Of Assam Ministry Of Home ... on 19
February, 2019
Equivalent citations"
Mehboob_Ur_Rehman_Dead_Through_Lrs_vs_Ahsanul_Ghani_on_15_February_2019_1.PDF,ok,9,True,"Mehboob-Ur-Rehman (Dead) Through Lrs. vs Ahsanul Ghani on
15 February, 2019
Equivalent citations: AI"
Miss_Xyz_vs_The_State_Of_Gujarat_on_25_October_2019_1.PDF,ok,5,True,"Miss Xyz vs The State Of Gujarat on 25 October, 2019
Equivalent citations: AIR 2019 SUPREME COURT 53"
Mmtc_Ltd_vs_M_S_Vedanta_Ltd_on_18_February_2019_1.PDF,ok,6,True,"Mmtc Ltd. vs M/S.Vedanta Ltd. on 18 February, 2019
Equivalent citations: AIR 2019 SUPREME COURT 1168"
Mohinder_Kaur_vs_Sant_Paul_Singh_on_1_October_2019_1.PDF,ok,4,True,"Mohinder Kaur vs Sant Paul Singh on 1 October, 2019
Equivalent citations: AIR 2019 SUPREME COURT 478"
Monsanto_Technology_Llc_Thru_The_vs_Nuziveedu_Seeds_Ltd_Thru_The_Director_on_8_January_2019_1.PDF,ok,10,True,"Monsanto Technology Llc Thru The ... vs Nuziveedu Seeds Ltd.
Thru The Director on 8 January, 2019
Eq"
Mukul_Kumar_Tyagi_vs_The_State_Of_Uttar_Pradesh_on_16_December_2019_1.PDF,ok,25,True,"Mukul Kumar Tyagi vs The State Of Uttar Pradesh on 16
December, 2019
Equivalent citations: AIRONLINE"
Municipal_Corporation_Of_Delhi_vs_Surender_Singh_on_1_August_2019_1.PDF,ok,9,True,"Municipal Corporation Of Delhi vs Surender Singh . on 1 August,
2019
Equivalent citations: (2019) 3 "
Municipal_Corporation_Of_Greater_vs_Abhilash_Lal_on_15_November_2019_1.PDF,ok,21,True,"Municipal Corporation Of Greater ... vs Abhilash Lal on 15
November, 2019
Equivalent citations: AIRO"
Municipal_Corporation_Of_Greater_vs_M_S_Sunbeam_High_Tech_Developers_on_24_October_2019_1.PDF,ok,12,True,"Municipal Corporation Of Greater ... vs M/S Sunbeam High Tech
Developers ... on 24 October, 2019
Equ"
Municipal_Council_Neemuch_vs_Mahadeo_Real_Estate_on_17_September_2019_1.PDF,ok,10,True,"Municipal Council Neemuch vs Mahadeo Real Estate on 17
September, 2019
Equivalent citations: AIR 201"
Murugan_vs_Kesava_Gounder_Dead_Thr_Lrs_And_Ors_on_25_February_2019_1.PDF,ok,16,True,"Murugan vs Kesava Gounder (Dead) Thr Lrs And Ors. on 25
February, 2019
Equivalent citations: AIR 201"
N_Mohan_vs_R_Madhu_on_21_November_2019_1.PDF,ok,7,True,"N. Mohan vs R. Madhu on 21 November, 2019
Equivalent citations: AIR 2020 SUPREME COURT 41, AIRONLINE"
N_Ramamurthy_vs_State_By_Central_Bureau_Of_on_26_April_2019_1.PDF,ok,8,True,"N. Ramamurthy vs State By Central Bureau Of ... on 26 April,
2019
Equivalent citations: AIR 2019 SUP"
Nand_Kishore_vs_The_State_Of_Madhya_Pradesh_on_18_January_2019_1.PDF,ok,7,True,"Nand Kishore vs The State Of Madhya Pradesh on 18 January,
2019
Equivalent citations: AIR 2019 SUPRE"
Nareshbhai_Bhagubhai_vs_Union_Of_India_on_13_August_2019_1.PDF,ok,20,True,"Nareshbhai Bhagubhai vs Union Of India on 13 August, 2019
Equivalent citations: AIRONLINE 2019 SC 83"
Narsingh_Pal_vs_The_State_Of_Uttar_Pradesh_on_26_November_2019_1.PDF,ok,2,True,"Narsingh Pal vs The State Of Uttar Pradesh on 26 November,
2019
Equivalent citations: AIRONLINE 2019"
National_Insurance_Company_Ltd_vs_Mannat_Johal_on_23_April_2019_1.PDF,ok,10,True,"National Insurance Company Ltd. vs Mannat Johal on 23 April,
2019
Equivalent citations: AIR 2019 SUP"
National_Investigation_Agency_vs_Zahoor_Ahmad_Shah_Watali_on_2_April_2019_1.PDF,ok,42,True,"National Investigation Agency vs Zahoor Ahmad Shah Watali on
2 April, 2019
Equivalent citations: AIR"
Nevada_Properties_Pvt_Ltd_Through_Its_vs_The_State_Of_Maharashtra_on_24_September_2019_1.PDF,ok,31,True,"Nevada Properties Pvt. Ltd. Through Its ... vs The State Of
Maharashtra on 24 September, 2019
Equiva"
New_Delhi_Municipal_Council_vs_Association_Of_Concerned_Citizens_Of_on_22_January_2019_1.PDF,ok,35,True,"New Delhi Municipal Council vs Association Of Concerned
Citizens Of ... on 22 January, 2019
Equivale"
Niravkumar_Dilipbhai_Makwana_vs_Gujrat_Public_Service_Commission_And_on_4_July_2019_1.PDF,ok,9,True,"Niravkumar Dilipbhai Makwana vs Gujrat Public Service
Commission And ... on 4 July, 2019
Equivalent "
Nusli_Neville_Wadia_vs_Ivory_Properties_on_4_October_2019_1.PDF,ok,40,True,"Nusli Neville Wadia vs Ivory Properties on 4 October, 2019
Equivalent citations: AIR 2019 SUPREME CO"
P_Chidambaram_vs_Central_Bureau_Of_Investigation_on_22_October_2019_1.PDF,ok,11,True,"P Chidambaram vs Central Bureau Of Investigation on 22
October, 2019
Equivalent citations: AIR 2019 "
P_Chidambaram_vs_Directorate_Of_Enforcement_on_5_September_2019_1.PDF,ok,27,True,"P. Chidambaram vs Directorate Of Enforcement on 5 September,
2019
Equivalent citations: AIR 2019 SUP"
P_Gopalkrishnan_Dileep_vs_The_State_Of_Kerala_on_29_November_2019_1.PDF,ok,29,True,"P. Gopalkrishnan @ Dileep vs The State Of Kerala on 29
November, 2019
Equivalent citations: AIR 2020"
P_Rajagopal_And_Ors_Etc_vs_The_State_Of_Tamil_Nadu_on_29_March_2019_1.PDF,ok,18,True,"P.Rajagopal And Ors. Etc. vs The State Of Tamil Nadu on 29
March, 2019
Equivalent citations: AIR 201"
P_Singaravelan_And_Ors_Etc_Etc_vs_District_Collector_Tiruppur_And_Dt_And_on_18_December_2019_1.PDF,ok,11,True,"P. Singaravelan And Ors.Etc. Etc. vs District Collector, Tiruppur
And Dt And ... on 18 December, 201"
Pam_Developments_Private_Ltd_vs_The_State_Of_West_Bengal_on_12_July_2019_1.PDF,ok,12,True,"Pam Developments Private Ltd vs The State Of West Bengal on
12 July, 2019
Equivalent citations: AIR "
Parkash_Chand_vs_The_State_Of_Himachal_Pradesh_on_12_February_2019_1.PDF,ok,9,True,"Parkash Chand vs The State Of Himachal Pradesh on 12
February, 2019
Equivalent citations: AIR 2019 S"
Parminder_Singh_vs_New_India_Assurance_Company_Ltd_on_1_July_2019_1.PDF,ok,7,True,"Parminder Singh vs New India Assurance Company Ltd. on 1
July, 2019
Equivalent citations: AIR 2019 S"
Parsa_Kenta_Collieries_Ltd_vs_Rajasthan_Rajya_Vidyut_Utpadan_Nigam_on_27_May_2019_1.PDF,ok,10,True,"Parsa Kenta Collieries Ltd. vs Rajasthan Rajya Vidyut Utpadan
Nigam ... on 27 May, 2019
Equivalent c"
Pawan_Kumar_vs_Babulal_Since_Deceased_Through_Lrs_on_2_April_2019_1.PDF,ok,9,True,"Pawan Kumar vs Babulal Since Deceased Through Lrs on 2
April, 2019
Equivalent citations: AIRONLINE 2"
Perkins_Eastman_Architects_Dpc_vs_Hscc_India_Limited_on_26_November_2019_1.PDF,ok,22,True,"Perkins Eastman Architects Dpc vs Hscc (India) Limited on 26
November, 2019
Equivalent citations: AI"
Perry_Kansagra_vs_Smriti_Madan_Kansagra_on_15_February_2019_1.PDF,ok,22,True,"Perry Kansagra vs Smriti Madan Kansagra on 15 February, 2019
Equivalent citations: AIRONLINE 2019 SC"
Pioneer_Urban_Land_And_Infrastructure_vs_Govindan_Raghavan_on_2_April_2019_1.PDF,ok,9,True,"Pioneer Urban Land And Infrastructure ... vs Govindan
Raghavan on 2 April, 2019
Equivalent citations"
Pioneer_Urban_Land_And_Infrastructure_vs_Union_Of_India_on_9_August_2019_1.PDF,ok,93,True,"Pioneer Urban Land And Infrastructure ... vs Union Of India on 9
August, 2019
Equivalent citations: "
Poona_Ram_vs_Moti_Ram_D_Th_Lrs_on_29_January_2019_1.PDF,ok,6,True,"Poona Ram vs Moti Ram (D) Th. Lrs. on 29 January, 2019
Equivalent citations: AIR 2019 SUPREME COURT "
Pr_Commissioner_Of_Income_Tax_3_Nagpur_vs_Ballarpur_Industries_Ltd_on_22_April_2019_1.PDF,ok,4,True,"Pr. Commissioner Of Income Tax 3 Nagpur vs Ballarpur
Industries Ltd. on 22 April, 2019
Equivalent ci"
Pr_Commissioner_Of_Income_Tax_Shimla_vs_M_S_Aarham_Softronics_on_20_February_2019_1.PDF,ok,15,True,"Pr. Commissioner Of Income Tax Shimla vs M/S Aarham
Softronics on 20 February, 2019
Equivalent citat"
Pr_Commissioner_Of_Income_Tax_vs_Maruti_Suzuki_India_Limited_on_25_July_2019_1.PDF,ok,17,True,"Pr. Commissioner Of Income Tax vs Maruti Suzuki India Limited
on 25 July, 2019
Equivalent citations:"
Prabodh_Ch_Das_vs_Mahamaya_Das_on_13_December_2019_1.PDF,ok,3,True,"Prabodh Ch. Das . vs Mahamaya Das on 13 December, 2019
Equivalent citations: AIR 2020 SUPREME COURT "
Pradeep_Ram_vs_The_State_Of_Jharkhand_on_1_July_2019_1.PDF,ok,27,True,"Pradeep Ram vs The State Of Jharkhand on 1 July, 2019
Equivalent citations: AIR 2019 SUPREME COURT 3"
Prahlad_Pradhan_vs_Sonu_Kumhar_on_16_October_2019_1.PDF,ok,2,True,"Prahlad Pradhan vs Sonu Kumhar on 16 October, 2019
Equivalent citations: AIRONLINE 2019 SC 2076, 201"
Prahlad_Raut_vs_All_India_Institute_Of_Medical_Sciences_on_27_August_2019_1.PDF,ok,12,True,"Prahlad Raut vs All India Institute Of Medical Sciences on 27
August, 2019
Equivalent citations: AIR"
Pramod_Kumar_vs_Zalak_Singh_on_10_May_2019_1.PDF,ok,13,True,"Pramod Kumar vs Zalak Singh . on 10 May, 2019
Equivalent citations: AIR 2019 SUPREME COURT 2465, 201"
Pramod_Suryabhan_Pawar_vs_The_State_Of_Maharashtra_on_21_August_2019_1.PDF,ok,11,True,"Pramod Suryabhan Pawar vs The State Of Maharashtra on 21
August, 2019
Equivalent citations: AIR 2019"
Pranav_Verma_vs_The_Registrar_General_Of_The_High_Court_on_13_December_2019_1.PDF,ok,14,True,"Pranav Verma vs The Registrar General Of The High Court ... on
13 December, 2019
Equivalent citation"
Prem_Singh_vs_The_State_Of_Uttar_Pradesh_Secretary_on_2_September_2019_1.PDF,ok,28,True,"Prem Singh vs The State Of Uttar Pradesh Secretary on 2
September, 2019
Equivalent citations: AIR 20"
Principal_Commissioner_Of_Income_vs_Nra_Iron_And_Steel_Pvt_Ltd_Through_on_5_March_2019_1.PDF,ok,14,True,"Principal Commissioner Of Income ... vs Nra Iron And Steel Pvt.
Ltd. Through ... on 5 March, 2019
Eq"
Prof_R_K_Vijayasarathy_vs_Sudha_Seetharam_on_15_February_2019_1.PDF,ok,9,True,"Prof. R.K. Vijayasarathy vs Sudha Seetharam on 15 February,
2019
Equivalent citations: AIRONLINE 201"
Puneet_Dalmia_vs_Central_Bureau_Of_Investigation_on_16_December_2019_1.PDF,ok,6,True,"Puneet Dalmia vs Central Bureau Of Investigation on 16
December, 2019
Equivalent citations: AIR 2020"
Punjab_State_Electricity_Board_And_Anr_vs_Thana_Singh_And_Ors_on_8_January_2019_1.PDF,ok,9,True,"Punjab State Electricity Board And Anr. vs Thana Singh And
Ors. on 8 January, 2019
Equivalent citati"
Punjab_State_Power_Corporation_Ltd_vs_Rajesh_Kumar_Jindal_on_8_January_2019_1.PDF,ok,16,True,"Punjab State Power Corporation Ltd. vs Rajesh Kumar Jindal on
8 January, 2019
Equivalent citations: "
Punjab_Wakf_Board_vs_Sham_Singh_Harike_on_7_February_2019_1.PDF,ok,27,True,"Punjab Wakf Board vs Sham Singh Harike on 7 February, 2019
Equivalent citations: AIRONLINE 2019 SC 1"
Pyarelal_vs_Shubhendra_Pilania_Minor_Through_on_29_January_2019_1.PDF,ok,9,True,"Pyarelal vs Shubhendra Pilania (Minor) Through ... on 29
January, 2019
Equivalent citations: AIRONLI"
R_Dhanasundari_R_Rajeswari_vs_A_N_Umakanth_And_Ors_on_6_March_2019_1.PDF,ok,7,True,"R. Dhanasundari @ R. Rajeswari vs A.N. Umakanth And Ors on
6 March, 2019
Equivalent citations: AIRON"
R_Lakshmikantham_vs_Devaraji_on_10_July_2019_1.PDF,ok,4,True,"R Lakshmikantham vs Devaraji on 10 July, 2019
Equivalent citations: AIRONLINE 2019 SC 2325, AIRONLIN"
R_Srinivas_Kumar_vs_R_Shametha_on_4_October_2019_1.PDF,ok,5,True,"R.Srinivas Kumar vs R.Shametha on 4 October, 2019
Equivalent citations: AIR 2019 SUPREME COURT 4914,"
Raj_Kumar_vs_The_State_Of_Uttar_Pradesh_on_4_October_2019_1.PDF,ok,6,True,"Raj Kumar vs The State Of Uttar Pradesh on 4 October, 2019
Equivalent citations: AIR 2019 SUPREME CO"
Raj_Kumari_vs_Surinder_Pal_Sharma_on_17_December_2019_1.PDF,ok,14,True,"Raj Kumari vs Surinder Pal Sharma on 17 December, 2019
Equivalent citations: AIRONLINE 2019 SC 2143,"
Raj_Narain_vs_Union_Of_India_on_1_April_2019_1.PDF,ok,4,True,"Raj Narain vs Union Of India on 1 April, 2019
Equivalent citations: AIRONLINE 2019 SC 155, (2019) 16"
Raja_vs_State_By_The_Inspector_Of_Police_on_10_December_2019_1.PDF,ok,18,True,"Raja vs State By The Inspector Of Police on 10 December, 2019
Equivalent citations: AIR 2020 SUPREME"
Rajan_vs_The_Home_Secretary_Home_Department_Of_on_25_April_2019_1.PDF,ok,9,True,"Rajan vs The Home Secretary Home Department Of ... on 25
April, 2019
Equivalent citations: AIR 2019 "
Rajasthan_High_Court_Jodhpur_vs_Neetu_Harsh_on_29_August_2019_1.PDF,ok,9,True,"Rajasthan High Court Jodhpur vs Neetu Harsh on 29 August,
2019
Equivalent citations: AIR 2019 SUPREM"
Rajasthan_Small_Industries_Corportion_vs_M_S_Ganesh_Containers_Movers_Syndicate_on_23_January_2019_1.PDF,ok,14,True,"Rajasthan Small Industries Corportion ... vs M/S Ganesh
Containers Movers Syndicate on 23 January, 2"
Rajasthan_State_Roadways_Transport_vs_Paramjeet_Singh_on_3_May_2019_1.PDF,ok,2,True,"Rajasthan State Roadways Transport ... vs Paramjeet Singh on 3
May, 2019
Equivalent citations: AIR 2"
Rajbir_Surajbhan_Singh_vs_The_Chairman_Institute_Of_Banking_on_29_April_2019_1.PDF,ok,7,True,"Rajbir Surajbhan Singh vs The Chairman, Institute Of Banking ...
on 29 April, 2019
Equivalent citati"
Rajender_Rajesh_Raju_vs_State_Nct_Of_Delhi_on_24_October_2019_1.PDF,ok,13,True,"Rajender @ Rajesh @ Raju vs State (Nct Of Delhi) on 24
October, 2019
Equivalent citations: AIRONLINE"
Rajendra_Diwan_vs_Pradeep_Kumar_Ranibala_on_10_December_2019_1.PDF,ok,21,True,"Rajendra Diwan vs Pradeep Kumar Ranibala on 10 December,
2019
Equivalent citations: AIRONLINE 2019 S"
Rajesh_vs_The_State_Of_Haryana_on_1_May_2019_1.PDF,ok,15,True,"Rajesh vs The State Of Haryana on 1 May, 2019
Equivalent citations: AIR 2019 SUPREME COURT 2168, 201"
Raju_vs_The_State_Of_Haryana_on_22_February_2019_1.PDF,ok,8,True,"Raju vs The State Of Haryana on 22 February, 2019
Equivalent citations: AIR 2019 SUPREME COURT 1136,"
Ram_Krishan_Grover_vs_Union_Of_India_on_14_November_2019_1.PDF,ok,24,True,"Ram Krishan Grover vs Union Of India on 14 November, 2019
Equivalent citations: AIR 2020 SUPREME COU"
Ram_Murti_Yadav_vs_The_State_Of_Uttar_Pradesh_on_10_December_2019_1.PDF,ok,6,True,"Ram Murti Yadav vs The State Of Uttar Pradesh on 10
December, 2019
Equivalent citations: AIR 2020 SU"
Rambir_vs_State_Of_Nct_Delhi_on_6_May_2019_1.PDF,ok,5,True,"Rambir vs State Of Nct Delhi on 6 May, 2019
Equivalent citations: AIR 2019 SUPREME COURT 2264, 2019 "
Ranjit_Kumar_Haldar_vs_The_State_Of_Sikkim_on_25_July_2019_1.PDF,ok,9,True,"Ranjit Kumar Haldar vs The State Of Sikkim on 25 July, 2019
Equivalent citations: AIR 2019 SUPREME C"
Rashid_Raza_vs_Sadaf_Akhtar_on_4_September_2019_1.PDF,ok,3,True,"Rashid Raza vs Sadaf Akhtar on 4 September, 2019
Equivalent citations: AIRONLINE 2019 SC 1046, (2019"
Rashmi_Chopra_vs_The_State_Of_Uttar_Pradesh_on_30_April_2019_1.PDF,ok,17,True,"Rashmi Chopra vs The State Of Uttar Pradesh on 30 April, 2019
Equivalent citations: AIR 2019 SUPREME"
Ravi_Setia_vs_Madan_Lal_on_4_October_2019_1.PDF,ok,6,True,"Ravi Setia vs Madan Lal on 4 October, 2019
Equivalent citations: AIR 2019 SUPREME COURT 4791, AIRONL"
Ravinder_Kaur_Grewal_vs_Manjit_Kaur_on_7_August_2019_1.PDF,ok,36,True,"Ravinder Kaur Grewal vs Manjit Kaur on 7 August, 2019
Equivalent citations: (2019) 3 ICC 641, AIR 20"
Ravishankar_Baba_Vishwakarma_vs_The_State_Of_Madhya_Pradesh_on_3_October_2019_1.PDF,ok,17,True,"Ravishankar @ Baba Vishwakarma vs The State Of Madhya
Pradesh on 3 October, 2019
Equivalent citation"
Reckitt_Benckiser_India_Private_vs_Reynders_Label_Printing_India_Private_on_1_July_2019_1.PDF,ok,12,True,"Reckitt Benckiser (India) Private ... vs Reynders Label Printing
India Private ... on 1 July, 2019
E"
Reliance_Life_Insurance_Co_Ltd_vs_Rekhaben_Nareshbhai_Rathod_on_24_April_2019_1.PDF,ok,16,True,"Reliance Life Insurance Co. Ltd. vs Rekhaben Nareshbhai
Rathod on 24 April, 2019
Equivalent citation"
Ritesh_Sinha_vs_State_Of_Uttar_Pradesh_on_2_August_2019_1.PDF,ok,10,True,"Ritesh Sinha vs State Of Uttar Pradesh on 2 August, 2019
Equivalent citations: AIR 2019 SUPREME COUR"
Robin_Thapa_vs_Rohit_Dora_on_8_July_2019_1.PDF,ok,4,True,"Robin Thapa vs Rohit Dora on 8 July, 2019
Equivalent citations: AIR 2019 SUPREME COURT 3225, 2019 (7"
Rohitbhai_J_Patel_vs_The_State_Of_Gujarat_on_15_March_2019_1.PDF,ok,16,True,"Rohitbhai J Patel vs The State Of Gujarat on 15 March, 2019
Author: Dinesh Maheshwari
Bench: Abhay M"
Rohtas_vs_The_State_Of_Haryana_State_Of_Haryana_on_5_November_2019_1.PDF,ok,13,True,"Rohtas vs The State Of Haryana State Of Haryana on 5
November, 2019
Equivalent citations: AIR 2019 S"
Rojer_Mathew_vs_South_Indian_Bank_Ltd_And_Ors_Chief_on_13_November_2019_1.PDF,ok,154,True,"Rojer Mathew vs South Indian Bank Ltd And Ors Chief ... on 13
November, 2019
Equivalent citations: A"
S_Krishna_Sradha_vs_The_State_Of_Andhra_Pradesh_on_13_December_2019_1.PDF,ok,12,True,"S. Krishna Sradha vs The State Of Andhra Pradesh on 13
December, 2019
Equivalent citations: AIR 2020"
S_Subramanian_vs_S_Ramasamy_And_Ors_on_1_May_2019_1.PDF,ok,10,True,"S. Subramanian vs S. Ramasamy And Ors on 1 May, 2019
Equivalent citations: AIR 2019 SUPREME COURT 30"
Sachin_Kumar_Singhraha_vs_The_State_Of_Madhya_Pradesh_on_12_March_2019_1.PDF,ok,8,True,"Sachin Kumar Singhraha vs The State Of Madhya Pradesh on 12
March, 2019
Equivalent citations: AIR 20"
Sahib_Singh_vs_The_State_Of_Punjab_on_31_July_2019_1.PDF,ok,3,True,"Sahib Singh vs The State Of Punjab on 31 July, 2019
Equivalent citations: AIRONLINE 2019 SC 773, 201"
Sampat_Babso_Kale_vs_The_State_Of_Maharashtra_on_9_April_2019_1.PDF,ok,7,True,"Sampat Babso Kale vs The State Of Maharashtra on 9 April,
2019
Equivalent citations: AIR 2019 SUPREM"
Samsul_Haque_vs_The_State_Of_Assam_on_26_August_2019_1.PDF,ok,8,True,"Samsul Haque vs The State Of Assam on 26 August, 2019
Equivalent citations: AIR 2019 SUPREME COURT 4"
Sanjeev_Kumar_Gupta_vs_The_State_Of_Uttar_Pradesh_on_25_July_2019_1.PDF,ok,12,True,"Sanjeev Kumar Gupta vs The State Of Uttar Pradesh on 25 July,
2019
Equivalent citations: AIR 2019 SU"
Sarvepalli_Radhakrishnan_University_vs_Union_Of_India_on_17_January_2019_1.PDF,ok,13,True,"Sarvepalli Radhakrishnan University vs Union Of India on 17
January, 2019
Equivalent citations: AIRO"
Sarvepalli_Ramaiah_D_Tr_Lrs_vs_District_Collector_Chittoor_Dist_on_14_March_2019_1.PDF,ok,10,True,"Sarvepalli Ramaiah (D) Tr.Lrs vs District Collector Chittoor Dist.
. on 14 March, 2019
Equivalent ci"
Sasikala_Pushpa_vs_The_State_Of_Tamil_Nadu_on_7_May_2019_1.PDF,ok,10,True,"Sasikala Pushpa vs The State Of Tamil Nadu on 7 May, 2019
Equivalent citations: AIR 2019 SUPREME COU"
Satinder_Singh_Bhasin_vs_Government_Of_Nct_Of_Delhi_on_6_November_2019_1.PDF,ok,6,True,"Satinder Singh Bhasin vs Government Of Nct Of Delhi on 6
November, 2019
Equivalent citations: AIRONL"
Satish_Sharma_vs_State_Nct_Of_Delhi_on_8_February_2019_1.PDF,ok,4,True,"Satish Sharma vs State (Nct Of Delhi) on 8 February, 2019
Equivalent citations: AIR 2019 SUPREME COU"
Satishchandra_Ratanlal_Shah_vs_The_State_Of_Gujarat_on_3_January_2019_1.PDF,ok,5,True,"Satishchandra Ratanlal Shah vs The State Of Gujarat on 3
January, 2019
Equivalent citations: AIR 201"
Satyan_vs_Deputy_Commissioner_on_30_April_2019_1.PDF,ok,15,True,"Satyan vs Deputy Commissioner . on 30 April, 2019
Equivalent citations: AIR 2019 SUPREME COURT 2797,"
Sau_Kamal_Shivaji_Pokarnekar_vs_The_State_Of_Maharashtra_on_12_February_2019_1.PDF,ok,3,True,"Sau. Kamal Shivaji Pokarnekar vs The State Of Maharashtra on
12 February, 2019
Equivalent citations:"
Saurashtra_Chemicals_Ltd_Presently_vs_National_Insurance_Co_Ltd_on_13_December_2019_1.PDF,ok,8,True,"Saurashtra Chemicals Ltd.(Presently ... vs National Insurance
Co. Ltd. on 13 December, 2019
Equivale"
Serious_Fraud_Investigation_Office_vs_Nittin_Johari_on_12_September_2019_1.PDF,ok,8,True,"Serious Fraud Investigation Office vs Nittin Johari on 12
September, 2019
Equivalent citations: AIR "
Serious_Fraud_Investigation_Office_vs_Rahul_Modi_on_27_March_2019_1.PDF,ok,32,True,"Serious Fraud Investigation Office vs Rahul Modi on 27 March,
2019
Equivalent citations: AIRONLINE 2"
Sevoke_Properties_Pvt_Ltd_vs_West_Bengal_State_Eletrictiy_on_11_April_2019_1.PDF,ok,8,True,"Sevoke Properties Pvt. Ltd. vs West Bengal State Eletrictiy ... on
11 April, 2019
Equivalent citatio"
Sh_Narendra_Kumar_Srivastava_vs_The_State_Of_Bihar_on_4_February_2019_1.PDF,ok,9,True,"Sh. Narendra Kumar Srivastava vs The State Of Bihar on 4
February, 2019
Equivalent citations: AIR 20"
Shailendra_Rajdev_Pasvan_vs_The_State_Of_Gujarat_on_13_December_2019_1.PDF,ok,8,True,"Shailendra Rajdev Pasvan vs The State Of Gujarat on 13
December, 2019
Equivalent citations: AIR 2020"
Sheoli_Hati_vs_Somnath_Das_on_11_July_2019_1.PDF,ok,13,True,"Sheoli Hati vs Somnath Das on 11 July, 2019
Equivalent citations: AIR 2019 SUPREME COURT 3245, 2019 "
Shiv_Kumar_Jatia_vs_State_Of_Nct_Of_Delhi_on_23_August_2019_1.PDF,ok,11,True,"Shiv Kumar Jatia vs State Of Nct Of Delhi on 23 August, 2019
Equivalent citations: AIR 2019 SUPREME "
Shiv_Prakash_Mishra_vs_The_State_Of_Uttar_Pradesh_on_23_July_2019_1.PDF,ok,6,True,"Shiv Prakash Mishra vs The State Of Uttar Pradesh on 23 July,
2019
Equivalent citations: AIR 2019 SU"
Shrimanth_Balasaheb_Patil_vs_Honble_Speaker_Karnataka_Legislative_on_13_November_2019_1.PDF,ok,47,True,"Shrimanth Balasaheb Patil vs Honble Speaker Karnataka
Legislative ... on 13 November, 2019
Equivalen"
Sneh_Lata_Goel_vs_Pushplata_on_7_January_2019_1.PDF,ok,9,True,"Sneh Lata Goel vs Pushplata on 7 January, 2019
Equivalent citations: AIR 2019 SUPREME COURT 824, 201"
